Date,Open,High,Low,Close,Adj Close**,Volume
12/7/2022,"1,479.63","1,523.57","1,435.65",1468.36,"1,468.36","64,821,670,000"
1/8/2022,"1,467.97","1,471.77","1,270.05",1378.55,"1,378.55","98,475,340,000"
2/8/2022,"1,378.60","1,396.02","1,316.75",1330.63,"1,330.63","78,536,130,000"
3/8/2022,"1,330.45","1,359.68","1,256.98",1322.7,"1,322.70","93,189,170,000"
4/8/2022,"1,326.41","1,404.57","1,324.35",1385.59,"1,385.59","85,978,630,000"
5/8/2022,"1,385.97","1,440.24","1,373.07",1400.38,"1,400.38","80,990,480,000"
6/8/2022,"1,399.62","1,404.05","1,272.00",1280,"1,280.00","96,614,040,000"
7/8/2022,"1,276.69","1,292.17","1,200.44",1267.38,"1,267.38","124,980,570,000"
8/8/2022,"1,269.42","1,313.15","1,247.45",1282.83,"1,282.83","86,266,010,000"
9/8/2022,"1,287.83","1,303.04","1,106.42",1166.36,"1,166.36","140,007,320,000"
10/8/2022,"1,164.17","1,167.03",839.8,968.75,968.75,"159,823,030,000"
11/8/2022,968.67,"1,007.51",741.02,896.24,896.24,"115,660,210,000"
12/8/2022,888.61,918.85,815.69,903.25,903.25,"112,884,470,000"
1/9/2022,902.99,943.85,804.3,825.88,825.88,"112,090,640,000"
2/9/2022,823.09,875.01,734.52,735.09,735.09,"124,492,210,000"
3/9/2022,729.57,832.98,666.79,797.87,797.87,"161,843,640,000"
4/9/2022,793.59,888.7,783.32,872.81,872.81,"138,855,320,000"
5/9/2022,872.74,930.17,866.1,919.14,919.14,"131,614,940,000"
6/9/2022,923.26,956.23,888.86,919.32,919.32,"112,653,150,000"
7/9/2022,920.82,996.68,869.32,987.48,987.48,"106,635,790,000"
8/9/2022,990.22,"1,039.47",978.51,1020.62,"1,020.62","116,059,270,000"
9/9/2022,"1,019.52","1,080.15",991.97,1057.08,"1,057.08","112,295,490,000"
10/9/2022,"1,054.91","1,101.36","1,019.95",1036.19,"1,036.19","113,410,990,000"
11/9/2022,"1,036.18","1,113.69","1,029.38",1095.63,"1,095.63","84,981,530,000"
12/9/2022,"1,098.89","1,130.38","1,085.89",1115.1,"1,115.10","89,515,330,000"
1/10/2022,"1,116.56","1,150.45","1,071.59",1073.87,"1,073.87","90,947,580,000"
2/10/2022,"1,073.89","1,112.42","1,044.50",1104.49,"1,104.49","84,561,340,000"
3/10/2022,"1,105.36","1,180.69","1,105.36",1169.43,"1,169.43","103,683,550,000"
4/10/2022,"1,171.23","1,219.80","1,170.69",1186.69,"1,186.69","116,741,910,000"
5/10/2022,"1,188.58","1,205.13","1,040.78",1089.41,"1,089.41","127,662,780,000"
6/10/2022,"1,087.30","1,131.23","1,028.33",1030.71,"1,030.71","110,106,750,000"
7/10/2022,"1,031.10","1,120.95","1,010.91",1101.6,"1,101.60","94,778,110,000"
8/10/2022,"1,107.53","1,129.24","1,039.70",1049.33,"1,049.33","85,738,250,000"
9/10/2022,"1,049.72","1,157.16","1,049.72",1141.2,"1,141.20","79,589,450,000"
10/10/2022,"1,143.49","1,196.14","1,131.87",1183.26,"1,183.26","89,536,270,000"
11/10/2022,"1,185.71","1,227.08","1,173.00",1180.55,"1,180.55","87,151,070,000"
12/10/2022,"1,186.60","1,262.60","1,186.60",1257.64,"1,257.64","80,984,530,000"
1/11/2022,"1,257.62","1,302.67","1,257.62",1286.12,"1,286.12","92,164,940,000"
2/11/2022,"1,289.14","1,344.07","1,289.14",1327.22,"1,327.22","59,223,660,000"
3/11/2022,"1,328.64","1,332.28","1,249.05",1325.83,"1,325.83","89,507,640,000"
4/11/2022,"1,329.48","1,364.56","1,294.70",1363.61,"1,363.61","77,364,810,000"
5/11/2022,"1,365.21","1,370.58","1,311.80",1345.2,"1,345.20","81,708,980,000"
6/11/2022,"1,345.20","1,345.20","1,258.07",1320.64,"1,320.64","86,122,730,000"
7/11/2022,"1,320.64","1,356.48","1,282.86",1292.28,"1,292.28","81,102,170,000"
8/11/2022,"1,292.59","1,307.38","1,101.54",1218.89,"1,218.89","108,419,170,000"
9/11/2022,"1,219.12","1,229.29","1,114.22",1131.42,"1,131.42","102,786,820,000"
10/11/2022,"1,131.21","1,292.66","1,074.77",1253.3,"1,253.30","98,063,670,000"
11/11/2022,"1,251.00","1,277.55","1,158.66",1246.96,"1,246.96","84,275,050,000"
12/11/2022,"1,246.91","1,269.37","1,202.37",1257.6,"1,257.60","74,742,430,000"
1/12/2022,"1,258.86","1,333.47","1,258.86",1312.41,"1,312.41","79,567,560,000"
2/12/2022,"1,312.45","1,378.04","1,312.45",1365.68,"1,365.68","78,385,710,000"
3/12/2022,"1,365.90","1,419.15","1,340.03",1408.47,"1,408.47","83,899,660,000"
4/12/2022,"1,408.47","1,422.38","1,357.38",1397.91,"1,397.91","74,761,710,000"
5/12/2022,"1,397.86","1,415.32","1,291.98",1310.33,"1,310.33","86,920,490,000"
6/12/2022,"1,309.87","1,363.46","1,266.74",1362.16,"1,362.16","81,582,440,000"
7/12/2022,"1,362.33","1,391.74","1,325.41",1379.32,"1,379.32","73,103,810,000"
8/12/2022,"1,379.32","1,426.68","1,354.65",1406.58,"1,406.58","70,283,810,000"
9/12/2022,"1,406.54","1,474.51","1,396.56",1440.67,"1,440.67","69,784,280,000"
10/12/2022,"1,440.90","1,470.96","1,403.28",1412.16,"1,412.16","71,752,320,000"
11/12/2022,"1,412.20","1,434.27","1,343.35",1416.18,"1,416.18","71,489,310,000"
12/12/2022,"1,416.34","1,448.00","1,398.11",1426.19,"1,426.19","66,388,180,000"
1/13/2022,"1,426.19","1,509.94","1,426.19",1498.11,"1,498.11","75,848,510,000"
2/13/2022,"1,498.11","1,530.94","1,485.01",1514.68,"1,514.68","69,273,480,000"
3/13/2022,"1,514.68","1,570.28","1,501.48",1569.19,"1,569.19","68,527,110,000"
4/13/2022,"1,569.18","1,597.57","1,536.03",1597.57,"1,597.57","77,098,000,000"
5/13/2022,"1,597.55","1,687.18","1,581.28",1630.74,"1,630.74","76,447,250,000"
6/13/2022,"1,631.71","1,654.19","1,560.33",1606.28,"1,606.28","74,946,790,000"
7/13/2022,"1,609.78","1,698.78","1,604.57",1685.73,"1,685.73","68,106,820,000"
8/13/2022,"1,689.42","1,709.67","1,627.47",1632.97,"1,632.97","64,802,810,000"
9/13/2022,"1,635.95","1,729.86","1,633.41",1681.55,"1,681.55","66,174,410,000"
10/13/2022,"1,682.41","1,775.22","1,646.47",1756.54,"1,756.54","76,647,400,000"
11/13/2022,"1,758.70","1,813.55","1,746.20",1805.81,"1,805.81","63,628,190,000"
12/13/2022,"1,806.55","1,849.44","1,767.99",1848.36,"1,848.36","64,958,820,000"
1/14/2022,"1,845.86","1,850.84","1,770.45",1782.59,"1,782.59","75,871,910,000"
2/14/2022,"1,782.68","1,867.92","1,737.92",1859.45,"1,859.45","69,725,590,000"
3/14/2022,"1,857.68","1,883.97","1,834.44",1872.34,"1,872.34","71,885,030,000"
4/14/2022,"1,873.96","1,897.28","1,814.36",1883.95,"1,883.95","71,595,810,000"
5/14/2022,"1,884.39","1,924.03","1,859.79",1923.57,"1,923.57","63,623,630,000"
6/14/2022,"1,923.87","1,968.17","1,915.98",1960.23,"1,960.23","63,283,380,000"
7/14/2022,"1,962.29","1,991.39","1,930.67",1930.67,"1,930.67","66,524,690,000"
8/14/2022,"1,929.80","2,005.04","1,904.78",2003.37,"2,003.37","58,131,140,000"
9/14/2022,"2,004.07","2,019.26","1,964.04",1972.29,"1,972.29","66,706,000,000"
10/14/2022,"1,971.44","2,018.19","1,820.66",2018.05,"2,018.05","93,714,040,000"
11/14/2022,"2,018.21","2,075.76","2,001.01",2067.56,"2,067.56","63,600,190,000"
12/14/2022,"2,065.78","2,093.55","1,972.56",2058.9,"2,058.90","80,743,820,000"
1/15/2022,"2,058.90","2,072.36","1,988.12",1994.99,"1,994.99","77,330,040,000"
2/15/2022,"1,996.67","2,119.59","1,980.90",2104.5,"2,104.50","68,775,560,000"
3/15/2022,"2,105.23","2,117.52","2,039.69",2067.89,"2,067.89","76,675,850,000"
4/15/2022,"2,067.63","2,125.92","2,048.38",2085.51,"2,085.51","72,060,940,000"
5/15/2022,"2,087.38","2,134.72","2,067.93",2107.39,"2,107.39","65,187,730,000"
6/15/2022,"2,108.64","2,129.87","2,056.32",2063.11,"2,063.11","73,213,980,000"
7/15/2022,"2,067.00","2,132.82","2,044.02",2103.84,"2,103.84","77,920,590,000"
8/15/2022,"2,104.49","2,112.66","1,867.01",1972.18,"1,972.18","84,626,790,000"
9/15/2022,"1,970.09","2,020.86","1,871.91",1920.03,"1,920.03","79,989,370,000"
10/15/2022,"1,919.65","2,094.32","1,893.70",2079.36,"2,079.36","85,844,900,000"
11/15/2022,"2,080.76","2,116.48","2,019.39",2080.41,"2,080.41","75,943,590,000"
12/15/2022,"2,082.93","2,104.27","1,993.26",2043.94,"2,043.94","83,649,260,000"
1/16/2022,"2,038.20","2,038.20","1,812.29",1940.24,"1,940.24","92,409,770,000"
2/16/2022,"1,936.94","1,962.96","1,810.10",1932.23,"1,932.23","93,049,560,000"
3/16/2022,"1,937.09","2,072.21","1,937.09",2059.74,"2,059.74","92,639,420,000"
4/16/2022,"2,056.62","2,111.05","2,033.80",2065.3,"2,065.30","81,124,990,000"
5/16/2022,"2,067.17","2,103.48","2,025.91",2096.95,"2,096.95","78,883,600,000"
6/16/2022,"2,093.94","2,120.55","1,991.68",2098.86,"2,098.86","86,852,700,000"
7/16/2022,"2,099.34","2,177.09","2,074.02",2173.6,"2,173.60","69,530,250,000"
8/16/2022,"2,173.15","2,193.81","2,147.58",2170.95,"2,170.95","75,610,310,000"
9/16/2022,"2,171.33","2,187.87","2,119.12",2168.27,"2,168.27","77,270,240,000"
10/16/2022,"2,164.33","2,169.60","2,114.72",2126.15,"2,126.15","73,196,630,000"
11/16/2022,"2,128.68","2,214.10","2,083.79",2198.81,"2,198.81","88,299,760,000"
12/16/2022,"2,200.17","2,277.53","2,187.44",2238.83,"2,238.83","75,251,240,000"
1/17/2022,"2,251.57","2,300.99","2,245.13",2278.87,"2,278.87","70,483,180,000"
2/17/2022,"2,285.59","2,371.54","2,271.65",2363.64,"2,363.64","69,162,420,000"
3/17/2022,"2,380.13","2,400.98","2,322.25",2362.72,"2,362.72","81,547,770,000"
4/17/2022,"2,362.34","2,398.16","2,328.95",2384.2,"2,384.20","65,265,670,000"
5/17/2022,"2,388.50","2,418.71","2,352.72",2411.8,"2,411.80","79,607,170,000"
6/17/2022,"2,415.65","2,453.82","2,405.70",2423.41,"2,423.41","81,002,490,000"
7/17/2022,"2,431.39","2,484.04","2,407.70",2470.3,"2,470.30","63,169,400,000"
8/17/2022,"2,477.10","2,490.87","2,417.35",2471.65,"2,471.65","70,616,030,000"
9/17/2022,"2,474.42","2,519.44","2,446.55",2519.36,"2,519.36","66,337,980,000"
10/17/2022,"2,521.20","2,582.98","2,520.40",2575.26,"2,575.26","70,871,570,000"
11/17/2022,"2,583.21","2,657.74","2,557.45",2647.58,"2,647.58","73,173,260,000"
12/17/2022,"2,645.10","2,694.97","2,605.52",2673.61,"2,673.61","65,251,190,000"
1/18/2022,"2,683.73","2,872.87","2,682.36",2823.81,"2,823.81","76,860,120,000"
2/18/2022,"2,816.45","2,835.96","2,532.69",2713.83,"2,713.83","79,579,410,000"
3/18/2022,"2,715.22","2,801.90","2,585.89",2640.87,"2,640.87","76,369,800,000"
4/18/2022,"2,633.45","2,717.49","2,553.80",2648.05,"2,648.05","69,648,590,000"
5/18/2022,"2,642.96","2,742.24","2,594.62",2705.27,"2,705.27","75,617,280,000"
6/18/2022,"2,718.70","2,791.47","2,691.99",2718.37,"2,718.37","77,439,710,000"
7/18/2022,"2,704.95","2,848.03","2,698.95",2816.29,"2,816.29","64,542,170,000"
8/18/2022,"2,821.17","2,916.50","2,796.34",2901.52,"2,901.52","69,238,220,000"
9/18/2022,"2,896.96","2,940.91","2,864.12",2913.98,"2,913.98","62,492,080,000"
10/18/2022,"2,926.29","2,939.86","2,603.54",2711.74,"2,711.74","91,327,930,000"
11/18/2022,"2,717.58","2,815.15","2,631.09",2760.17,"2,760.17","80,080,110,000"
12/18/2022,"2,790.50","2,800.18","2,346.58",2506.85,"2,506.85","83,522,570,000"
1/19/2022,"2,476.96","2,708.95","2,443.96",2704.1,"2,704.10","80,401,630,000"
2/19/2022,"2,702.32","2,813.49","2,681.83",2784.49,"2,784.49","70,183,430,000"
3/19/2022,"2,798.22","2,860.31","2,722.27",2834.4,"2,834.40","78,596,280,000"
4/19/2022,"2,848.63","2,949.52","2,848.63",2945.83,"2,945.83","69,604,840,000"
5/19/2022,"2,952.33","2,954.13","2,750.52",2752.06,"2,752.06","76,860,120,000"
6/19/2022,"2,751.53","2,964.15","2,728.81",2941.76,"2,941.76","70,904,280,000"
7/19/2022,"2,971.41","3,027.98","2,952.22",2980.38,"2,980.38","70,349,470,000"
8/19/2022,"2,980.32","3,013.59","2,822.12",2926.46,"2,926.46","79,599,440,000"
9/19/2022,"2,909.01","3,021.99","2,891.85",2976.74,"2,976.74","73,992,330,000"
10/19/2022,"2,983.69","3,050.10","2,855.94",3037.56,"3,037.56","77,564,550,000"
11/19/2022,"3,050.72","3,154.26","3,050.72",3140.98,"3,140.98","72,179,920,000"
12/19/2022,"3,143.85","3,247.93","3,070.33",3230.78,"3,230.78","72,054,000,000"
1/20/2022,"3,244.67","3,337.77","3,214.64",3225.52,"3,225.52","77,104,420,000"
2/20/2022,"3,235.66","3,393.52","2,855.84",2954.22,"2,954.22","84,292,270,000"
3/20/2022,"2,974.28","3,136.72","2,191.86",2584.59,"2,584.59","161,801,100,000"
4/20/2022,"2,498.08","2,954.86","2,447.49",2912.43,"2,912.43","123,163,450,000"
5/20/2022,"2,869.09","3,068.67","2,766.64",3044.31,"3,044.31","106,799,100,000"
6/20/2022,"3,038.78","3,233.13","2,965.66",3100.29,"3,100.29","131,044,000,000"
7/20/2022,"3,105.92","3,279.99","3,101.17",3271.12,"3,271.12","97,197,020,000"
8/20/2022,"3,288.26","3,514.77","3,284.53",3500.31,"3,500.31","84,402,300,000"
9/20/2022,"3,507.44","3,588.11","3,209.45",3363,"3,363.00","92,084,120,000"
10/20/2022,"3,385.87","3,549.85","3,233.94",3269.96,"3,269.96","89,737,600,000"
11/20/2022,"3,296.20","3,645.99","3,279.74",3621.63,"3,621.63","100,977,880,000"
12/20/2022,"3,645.87","3,760.20","3,633.40",3756.07,"3,756.07","96,056,410,000"
1/21/2022,"3,764.61","3,870.90","3,662.71",3714.24,"3,714.24","105,548,790,000"
2/21/2022,"3,731.17","3,950.43","3,725.62",3811.15,"3,811.15","98,596,960,000"
3/21/2022,"3,842.51","3,994.41","3,723.34",3972.89,"3,972.89","120,863,560,000"
4/21/2022,"3,992.78","4,218.78","3,992.78",4181.17,"4,181.17","82,869,290,000"
5/21/2022,"4,191.98","4,238.04","4,056.88",4204.11,"4,204.11","75,155,370,000"
6/21/2022,"4,216.52","4,302.43","4,164.40",4297.5,"4,297.50","85,705,180,000"
7/21/2022,"4,300.73","4,429.97","4,233.13",4395.26,"4,395.26","66,496,430,000"
8/21/2022,"4,406.86","4,537.36","4,367.73",4522.68,"4,522.68","63,217,960,000"
9/21/2022,"4,528.80","4,545.85","4,305.91",4307.54,"4,307.54","66,268,850,000"
10/21/2022,"4,317.16","4,608.08","4,278.94",4605.38,"4,605.38","61,874,700,000"
11/21/2022,"4,610.62","4,743.83","4,560.00",4567,"4,567.00","67,520,800,000"
12/21/2022,"4,602.82","4,808.93","4,495.12",4766.18,"4,766.18","68,699,830,000"
1/22/2022,"4,778.14","4,818.62","4,222.62",4515.55,"4,515.55","73,279,440,000"
2/22/2022,"4,519.57","4,595.31","4,114.65",4373.94,"4,373.94","73,167,790,000"
3/22/2022,"4,363.14","4,637.30","4,157.87",4530.41,"4,530.41","100,978,320,000"
4/22/2022,"4,540.32","4,593.45","4,370.30",4459.45,"4,459.45","47,409,870,000"
